flow_rate,turbidity,pathogen_proxy,current_uv
0.12642824992767500,1.851426149526710,0.8660933741999750,34.8767118534399
0.14660212489875300,3.124926724159930,0.33795688653316200,30.07028903054610
0.13472115018191500,1.4404361597551200,0.726026667884395,62.996130407801500
0.05055986978482050,2.7643562711962700,0.3734332373553160,23.616711525646600
0.06186967615352310,4.555151554073820,0.1442187306120060,52.35548188974700
0.11838743102382200,4.773687220748510,0.4047567540736250,10.123113669452300
0.1928105861691930,4.1863334531455500,0.2321862463436130,85.7578577553248
0.1579177528955750,1.692937866111230,0.470456017619028,98.33846566319910
0.180034285387547,4.20908268223496,0.5074980836569720,99.9496049658441
0.11853430793720100,2.634709044411040,0.6907479560643800,99.71838876868970
0.05316379795499250,3.876060045816890,0.6911345280400100,76.79754228408310
0.12784308352559200,2.6166246067596400,0.24433445716573500,88.9027587297005
0.18434071756706700,1.2760782460750100,0.07938428597884260,7.4502359834608800
0.051074161167221800,4.461860914173860,0.7910989660454130,73.89234855135430
0.09894345332797440,2.7093149159309800,0.7223606619501070,35.280540905394400
0.09554884661531630,2.780158960094640,0.633243390793043,3.8301926661126100
0.12869923214151400,1.9946735616345600,0.6671705155636800,2.6606165996939700
0.13046145657368100,2.6128274642162900,0.29291915581506300,28.935374978561900
0.1036609241793860,4.486729217140140,0.6779233010581510,48.17512075659750
0.09802862273930050,2.2315239160661400,0.705071009613327,8.174621744257850
0.10038221639222300,2.6812554099230500,0.3042030652636060,79.63638207513460
0.10015348165933700,4.923755216261710,0.4155958921806350,98.03412799257800
0.11922330805561500,1.90709944270032,0.22283909230383200,96.21735991504830
0.11864610051585000,2.666830909062320,0.01563629049068770,53.53143669263650
0.13246644902917100,1.3622302372116100,0.4085983001697180,85.32660721005270
0.1909496878322820,2.7416313033267100,0.07800956725322970,27.135836412047900
0.09082211577918960,4.812024196905990,0.41274720033409800,2.4679396118156600
0.18036901400724600,3.522626161407690,0.7802521260379360,88.59714110072490
0.13679824073425000,4.969871622555980,0.7045019991969630,37.65696957816340
0.055115715419789900,4.607506201443360,0.9474230974560290,88.51420998516740
0.1954412580986760,2.945268431436600,0.16766561872506700,76.49912224809650
0.15208460510158100,2.8225364989918900,0.41140799314107800,77.90153903859400
0.15910069155084700,3.7502418162662600,0.5959792721682340,23.6242958429421
